580,0,123,563,40,83,-1,-1,-1,-1
581,0,127,563,36,81,-1,-1,-1,-1
582,0,126,563,37,83,-1,-1,-1,-1
583,0,124,561,40,84,-1,-1,-1,-1
584,0,124,561,42,83,-1,-1,-1,-1
585,0,115,568,50,71,-1,-1,-1,-1
586,0,124,572,40,73,-1,-1,-1,-1
587,0,130,565,38,78,-1,-1,-1,-1
588,0,132,566,35,76,-1,-1,-1,-1
589,0,132,565,34,74,-1,-1,-1,-1
765,1,105,570,37,39,-1,-1,-1,-1
766,1,105,572,35,39,-1,-1,-1,-1
767,1,104,571,37,39,-1,-1,-1,-1
768,1,102,570,38,39,-1,-1,-1,-1
769,1,102,569,32,36,-1,-1,-1,-1
770,1,102,569,34,37,-1,-1,-1,-1
771,1,103,569,28,35,-1,-1,-1,-1
772,1,103,569,27,34,-1,-1,-1,-1
773,1,101,569,28,34,-1,-1,-1,-1
774,1,103,568,30,38,-1,-1,-1,-1
775,1,101,571,32,35,-1,-1,-1,-1
776,1,102,571,32,35,-1,-1,-1,-1
777,1,100,572,31,35,-1,-1,-1,-1
778,1,99,571,34,39,-1,-1,-1,-1
779,1,99,571,33,39,-1,-1,-1,-1
1021,2,3,566,33,53,-1,-1,-1,-1
1022,2,2,566,33,54,-1,-1,-1,-1
1023,2,3,565,32,55,-1,-1,-1,-1
1034,3,0,578,24,56,-1,-1,-1,-1
1035,3,0,580,23,61,-1,-1,-1,-1
1036,3,0,581,24,56,-1,-1,-1,-1
1136,4,19,588,44,64,-1,-1,-1,-1
1137,4,19,587,50,64,-1,-1,-1,-1
1138,4,17,588,39,68,-1,-1,-1,-1
1077,5,0,592,26,59,-1,-1,-1,-1
1078,5,0,584,26,57,-1,-1,-1,-1
1079,5,0,584,25,59,-1,-1,-1,-1
1080,5,0,586,24,62,-1,-1,-1,-1
1081,5,0,591,26,63,-1,-1,-1,-1
1082,5,0,591,26,63,-1,-1,-1,-1
1083,5,0,591,25,63,-1,-1,-1,-1
1084,5,0,592,24,62,-1,-1,-1,-1
1085,5,0,592,24,62,-1,-1,-1,-1
1086,5,0,590,23,63,-1,-1,-1,-1
1087,5,0,589,23,63,-1,-1,-1,-1
1088,5,0,591,24,64,-1,-1,-1,-1
