238,0,1086,126,38,58,-1,-1,-1,-1
239,0,1086,130,38,55,-1,-1,-1,-1
240,0,1092,124,35,57,-1,-1,-1,-1
241,0,1094,124,34,58,-1,-1,-1,-1
242,0,1098,122,35,60,-1,-1,-1,-1
261,1,1064,7,30,43,-1,-1,-1,-1
262,1,1064,8,28,43,-1,-1,-1,-1
263,1,1062,8,30,42,-1,-1,-1,-1
264,1,1062,7,28,43,-1,-1,-1,-1
265,1,1064,8,28,42,-1,-1,-1,-1
266,1,1063,8,29,42,-1,-1,-1,-1
267,1,1062,7,29,44,-1,-1,-1,-1
268,1,1061,8,26,41,-1,-1,-1,-1
269,1,1061,8,27,42,-1,-1,-1,-1
270,1,1058,6,27,41,-1,-1,-1,-1
285,2,1047,3,31,46,-1,-1,-1,-1
286,2,1046,1,32,44,-1,-1,-1,-1
287,2,1045,3,29,43,-1,-1,-1,-1
313,3,1166,132,38,66,-1,-1,-1,-1
314,3,1166,134,36,65,-1,-1,-1,-1
315,3,1167,130,37,68,-1,-1,-1,-1
316,3,1167,134,36,66,-1,-1,-1,-1
317,3,1170,131,40,69,-1,-1,-1,-1
318,3,1170,133,34,67,-1,-1,-1,-1
291,2,1039,0,35,45,-1,-1,-1,-1
292,2,1038,0,35,46,-1,-1,-1,-1
293,2,1036,0,33,50,-1,-1,-1,-1
294,2,1037,5,31,45,-1,-1,-1,-1
295,2,1035,4,32,45,-1,-1,-1,-1
296,2,1036,4,31,45,-1,-1,-1,-1
297,2,1035,5,31,46,-1,-1,-1,-1
298,2,1035,7,31,46,-1,-1,-1,-1
299,2,1034,8,31,45,-1,-1,-1,-1
300,2,1033,6,32,48,-1,-1,-1,-1
301,2,1032,0,35,49,-1,-1,-1,-1
302,2,1032,1,34,48,-1,-1,-1,-1
303,2,1032,3,33,48,-1,-1,-1,-1
304,2,1030,3,33,49,-1,-1,-1,-1
305,2,1029,4,34,48,-1,-1,-1,-1
306,2,1029,3,34,47,-1,-1,-1,-1
307,2,1028,4,35,46,-1,-1,-1,-1
308,2,1028,4,35,48,-1,-1,-1,-1
309,2,1027,5,34,47,-1,-1,-1,-1
310,2,1025,6,34,46,-1,-1,-1,-1
311,2,1026,7,31,46,-1,-1,-1,-1
312,2,1025,7,32,47,-1,-1,-1,-1
313,2,1025,4,31,48,-1,-1,-1,-1
314,2,1024,2,34,50,-1,-1,-1,-1
315,2,1023,3,34,46,-1,-1,-1,-1
316,2,1023,1,35,46,-1,-1,-1,-1
317,2,1023,1,35,45,-1,-1,-1,-1
318,2,1023,3,33,47,-1,-1,-1,-1
319,2,1024,4,30,46,-1,-1,-1,-1
320,2,1021,1,32,50,-1,-1,-1,-1
321,2,1020,0,32,50,-1,-1,-1,-1
322,2,1020,2,32,47,-1,-1,-1,-1
323,2,1019,2,32,48,-1,-1,-1,-1
324,2,1020,3,31,47,-1,-1,-1,-1
325,2,1021,4,29,45,-1,-1,-1,-1
326,2,1019,3,31,47,-1,-1,-1,-1
327,2,1018,4,31,46,-1,-1,-1,-1
328,2,1017,3,31,49,-1,-1,-1,-1
329,2,1015,3,32,48,-1,-1,-1,-1
330,2,1014,4,32,49,-1,-1,-1,-1
331,2,1013,0,34,49,-1,-1,-1,-1
332,2,1012,0,34,49,-1,-1,-1,-1
333,2,1011,0,34,49,-1,-1,-1,-1
334,2,1011,0,34,49,-1,-1,-1,-1
335,2,1010,0,34,48,-1,-1,-1,-1
336,2,1010,0,34,50,-1,-1,-1,-1
337,2,1009,0,34,49,-1,-1,-1,-1
338,2,1008,1,34,47,-1,-1,-1,-1
339,2,1007,1,34,47,-1,-1,-1,-1
340,2,1006,2,33,48,-1,-1,-1,-1
341,2,1006,2,32,47,-1,-1,-1,-1
